user_id,signup_date,country,device_type,acquisition_channel,user_type,company_size,experiment_group
U03796,2025-01-23,UK,Tablet,Organic,Individual,1,A
U03797,2025-04-17,USA,Mobile,LinkedIn Ads,Individual,1,A
U03798,2025-01-17,Australia,Tablet,Google Ads,Business,125,B
U03799,2025-04-24,UK,Desktop,Direct,Individual,1,B
U03800,2025-01-31,Australia,Tablet,LinkedIn Ads,Individual,1,A
U03801,2025-05-23,USA,Desktop,Referral,Business,479,B
U03802,2025-05-24,India,Tablet,Referral,Business,276,B
U03803,2025-06-07,Canada,Desktop,Organic,Individual,1,A
U03804,2025-03-08,Canada,Tablet,LinkedIn Ads,Business,226,A
U03805,2025-03-23,Canada,Tablet,Google Ads,Business,221,B
U03806,2025-06-08,USA,Mobile,Google Ads,Business,135,A
U03807,2025-02-23,Canada,Desktop,Google Ads,Business,81,A
U03808,2025-05-16,India,Desktop,Direct,Business,342,B
U03809,2025-03-28,UK,Mobile,Direct,Individual,1,B
U03810,2025-05-02,USA,Tablet,Organic,Individual,1,A
U03811,2025-02-23,UK,Mobile,LinkedIn Ads,Business,56,A
U03812,2025-05-01,Canada,Desktop,LinkedIn Ads,Business,495,A
U03813,2025-04-02,USA,Desktop,Google Ads,Business,410,A
U03814,2025-05-31,USA,Mobile,LinkedIn Ads,Individual,1,B
U03815,2025-05-07,UK,Tablet,LinkedIn Ads,Individual,1,B
U03816,2025-05-18,UK,Tablet,LinkedIn Ads,Business,213,A
U03817,2025-05-20,Canada,Mobile,Referral,Individual,1,A
U03818,2025-05-30,USA,Tablet,Referral,Individual,1,A
U03819,2025-01-30,India,Desktop,Referral,Business,462,B
U03820,2025-02-16,Canada,Mobile,Referral,Business,51,B
U03821,2025-04-20,Australia,Tablet,Google Ads,Individual,1,A
U03822,2025-02-23,UK,Desktop,LinkedIn Ads,Individual,1,A
U03823,2025-01-25,UK,Mobile,Referral,Individual,1,A
U03824,2025-02-27,Australia,Mobile,Referral,Individual,1,A
U03825,2025-03-27,Canada,Desktop,Organic,Individual,1,A
U03826,2025-06-11,Australia,Mobile,LinkedIn Ads,Individual,1,A
U03827,2025-05-09,UK,Mobile,LinkedIn Ads,Individual,1,A
U03828,2025-03-14,India,Tablet,LinkedIn Ads,Business,291,B
U03829,2025-05-13,UK,Mobile,LinkedIn Ads,Business,4,A
U03830,2025-05-18,India,Tablet,Google Ads,Individual,1,B
U03831,2025-06-26,UK,Tablet,Organic,Individual,1,B
U03832,2025-03-18,India,Mobile,Organic,Individual,1,A
U03833,2025-03-29,USA,Desktop,Google Ads,Business,483,B
U03834,2025-04-25,USA,Tablet,Organic,Business,452,A
U03835,2025-01-12,Australia,Tablet,Organic,Business,284,B
U03836,2025-05-17,Australia,Mobile,Google Ads,Individual,1,B
U03837,2025-01-10,India,Mobile,Organic,Individual,1,B
U03838,2025-03-11,USA,Desktop,Referral,Business,467,A
U03839,2025-04-26,Australia,Desktop,Organic,Business,350,A
U03840,2025-04-21,UK,Tablet,Direct,Individual,1,B
U03841,2025-02-19,UK,Tablet,Referral,Individual,1,A
U03842,2025-03-03,India,Mobile,LinkedIn Ads,Business,140,A
U03843,2025-05-19,USA,Tablet,Organic,Business,352,A
U03844,2025-02-13,Australia,Desktop,LinkedIn Ads,Individual,1,B
U03845,2025-03-03,Australia,Tablet,Organic,Individual,1,A
U03846,2025-05-30,USA,Tablet,Organic,Business,159,A
U03847,2025-02-06,India,Mobile,Direct,Business,227,A
U03848,2025-01-01,Australia,Tablet,Organic,Business,129,B
U03849,2025-02-08,USA,Tablet,Referral,Individual,1,A
U03850,2025-02-01,Canada,Tablet,Referral,Individual,1,B
U03851,2025-06-26,UK,Tablet,Google Ads,Individual,1,A
U03852,2025-06-17,Canada,Mobile,Google Ads,Business,378,A
U03853,2025-03-25,UK,Tablet,Google Ads,Individual,1,A
U03854,2025-03-11,UK,Desktop,Google Ads,Business,125,A
U03855,2025-03-15,Canada,Mobile,Direct,Business,5,A
U03856,2025-05-13,USA,Tablet,Direct,Business,341,A
U03857,2025-04-04,Canada,Desktop,Referral,Business,357,A
U03858,2025-02-22,Canada,Mobile,Direct,Business,478,B
U03859,2025-02-24,Canada,Mobile,Google Ads,Business,389,B
U03860,2025-01-25,Australia,Desktop,Google Ads,Business,345,B
U03861,2025-06-13,Canada,Tablet,Google Ads,Individual,1,A
U03862,2025-04-28,India,Mobile,Referral,Business,241,A
U03863,2025-06-02,Canada,Mobile,Direct,Individual,1,B
U03864,2025-05-25,Canada,Mobile,Referral,Individual,1,A
U03865,2025-06-22,India,Mobile,Referral,Individual,1,A
U03866,2025-06-25,India,Mobile,Google Ads,Individual,1,B
U03867,2025-01-14,Australia,Desktop,Google Ads,Business,129,B
U03868,2025-06-21,India,Tablet,Referral,Individual,1,B
U03869,2025-01-23,Australia,Tablet,Referral,Individual,1,B
U03870,2025-05-27,India,Mobile,Google Ads,Business,176,A
U03871,2025-05-19,Canada,Tablet,Organic,Business,208,B
U03872,2025-02-18,Canada,Desktop,Google Ads,Individual,1,B
U03873,2025-01-20,USA,Desktop,Referral,Business,262,A
U03874,2025-06-04,UK,Desktop,Direct,Business,449,A
U03875,2025-03-26,Australia,Tablet,Google Ads,Individual,1,A
U03876,2025-04-11,UK,Desktop,Direct,Business,42,A
U03877,2025-01-25,UK,Tablet,Direct,Business,114,A
U03878,2025-06-30,USA,Mobile,Direct,Business,237,B
U03879,2025-04-26,UK,Desktop,Organic,Individual,1,A
U03880,2025-05-14,UK,Tablet,Google Ads,Business,55,A
U03881,2025-05-16,Australia,Desktop,Google Ads,Business,24,B
U03882,2025-02-15,Canada,Mobile,LinkedIn Ads,Business,458,A
U03883,2025-03-22,USA,Desktop,Direct,Business,53,A
U03884,2025-05-18,USA,Tablet,Google Ads,Individual,1,A
U03885,2025-01-17,Canada,Tablet,Organic,Individual,1,A
U03886,2025-06-23,Canada,Mobile,Direct,Business,449,B
U03887,2025-05-13,India,Mobile,Organic,Business,468,A
U03888,2025-02-09,Australia,Desktop,Referral,Individual,1,A
U03889,2025-04-24,Australia,Mobile,Google Ads,Individual,1,A
U03890,2025-06-29,UK,Desktop,Organic,Individual,1,A
U03891,2025-02-07,USA,Mobile,LinkedIn Ads,Individual,1,A
U03892,2025-06-26,India,Desktop,Google Ads,Business,424,B
U03893,2025-02-05,UK,Tablet,Direct,Business,289,A
U03894,2025-02-15,USA,Tablet,Direct,Individual,1,B
U03895,2025-06-18,UK,Desktop,LinkedIn Ads,Business,238,B
U03896,2025-03-11,USA,Mobile,Organic,Individual,1,B
U03897,2025-02-15,UK,Tablet,Organic,Individual,1,A
U03898,2025-02-03,Canada,Desktop,Referral,Business,369,B
U03899,2025-01-23,Canada,Desktop,Referral,Individual,1,B
U03900,2025-03-17,India,Tablet,Organic,Individual,1,B
U03901,2025-01-24,Australia,Desktop,Google Ads,Individual,1,B
U03902,2025-01-29,USA,Mobile,Referral,Individual,1,A
U03903,2025-05-14,Australia,Tablet,Google Ads,Individual,1,A
U03904,2025-06-30,Canada,Desktop,Direct,Individual,1,B
U03905,2025-02-23,UK,Mobile,Google Ads,Individual,1,B
U03906,2025-01-16,USA,Tablet,Organic,Individual,1,B
U03907,2025-05-24,USA,Desktop,Direct,Individual,1,B
U03908,2025-01-10,UK,Tablet,Referral,Business,183,B
U03909,2025-03-06,India,Mobile,Referral,Business,99,A
U03910,2025-03-14,Canada,Tablet,Referral,Individual,1,B
U03911,2025-01-17,Australia,Desktop,Referral,Individual,1,A
U03912,2025-01-25,Australia,Tablet,Direct,Business,117,A
U03913,2025-03-23,USA,Desktop,LinkedIn Ads,Individual,1,A
U03914,2025-02-28,Australia,Tablet,Referral,Business,484,B
U03915,2025-02-09,India,Tablet,Referral,Individual,1,B
U03916,2025-05-19,Canada,Tablet,Google Ads,Business,46,B
U03917,2025-06-02,Canada,Mobile,Google Ads,Business,465,B
U03918,2025-04-18,UK,Desktop,Organic,Business,381,B
U03919,2025-04-03,India,Mobile,Direct,Business,138,A
U03920,2025-04-25,India,Desktop,Direct,Individual,1,A
U03921,2025-05-27,Australia,Tablet,Direct,Business,436,B
U03922,2025-04-23,USA,Mobile,Referral,Business,381,B
U03923,2025-04-15,Canada,Tablet,Organic,Business,385,B
U03924,2025-06-02,UK,Tablet,Organic,Business,454,B
U03925,2025-05-23,Canada,Mobile,Referral,Business,266,A
U03926,2025-04-06,UK,Tablet,LinkedIn Ads,Business,270,B
U03927,2025-06-11,Canada,Tablet,Referral,Individual,1,B
U03928,2025-03-02,UK,Mobile,Referral,Business,497,B
U03929,2025-02-12,Australia,Tablet,Referral,Individual,1,B
U03930,2025-01-24,USA,Mobile,Referral,Individual,1,B
U03931,2025-03-10,USA,Mobile,Referral,Individual,1,A
U03932,2025-03-18,UK,Desktop,Organic,Business,274,A
U03933,2025-04-26,Canada,Desktop,Direct,Individual,1,B
U03934,2025-03-26,Australia,Desktop,Organic,Business,212,A
U03935,2025-04-04,Canada,Desktop,Direct,Business,258,A
U03936,2025-01-27,India,Mobile,Organic,Business,411,A
U03937,2025-01-02,Australia,Mobile,Direct,Individual,1,B
U03938,2025-01-04,Canada,Mobile,Organic,Business,67,A
U03939,2025-04-22,India,Mobile,Google Ads,Business,191,A
U03940,2025-03-02,UK,Tablet,Organic,Individual,1,B
U03941,2025-04-13,USA,Desktop,Organic,Business,325,B
U03942,2025-01-31,Australia,Tablet,Google Ads,Business,457,A
U03943,2025-03-23,Australia,Mobile,LinkedIn Ads,Individual,1,A
U03944,2025-04-29,Canada,Mobile,Referral,Business,386,B
U03945,2025-04-11,India,Tablet,Direct,Individual,1,B
U03946,2025-03-27,UK,Tablet,LinkedIn Ads,Individual,1,B
U03947,2025-06-26,Australia,Mobile,Google Ads,Individual,1,B
U03948,2025-06-30,Australia,Mobile,Direct,Individual,1,B
U03949,2025-04-07,USA,Mobile,Referral,Individual,1,B
U03950,2025-03-13,Canada,Tablet,Google Ads,Individual,1,A
U03951,2025-06-05,India,Tablet,Direct,Business,203,A
U03952,2025-03-08,Australia,Tablet,Google Ads,Business,379,A
U03953,2025-01-08,Australia,Desktop,Organic,Individual,1,A
U03954,2025-06-16,Canada,Mobile,Referral,Individual,1,A
U03955,2025-02-23,Australia,Tablet,Organic,Individual,1,B
U03956,2025-04-14,UK,Tablet,Google Ads,Individual,1,B
U03957,2025-05-25,UK,Desktop,Google Ads,Individual,1,B
U03958,2025-05-04,Canada,Desktop,LinkedIn Ads,Individual,1,B
U03959,2025-02-04,USA,Mobile,LinkedIn Ads,Business,217,A
U03960,2025-01-15,India,Desktop,Google Ads,Business,133,B
U03961,2025-06-26,India,Desktop,LinkedIn Ads,Business,453,A
U03962,2025-04-26,UK,Desktop,Direct,Business,26,B
U03963,2025-06-05,Australia,Desktop,LinkedIn Ads,Individual,1,B
U03964,2025-06-08,UK,Desktop,Google Ads,Business,77,A
U03965,2025-02-28,Canada,Mobile,Google Ads,Individual,1,B
U03966,2025-06-05,Australia,Tablet,Google Ads,Business,160,A
U03967,2025-06-28,India,Desktop,Organic,Individual,1,B
U03968,2025-03-01,India,Mobile,Google Ads,Individual,1,A
U03969,2025-06-05,UK,Desktop,Direct,Individual,1,B
U03970,2025-02-03,USA,Tablet,Direct,Business,13,B
U03971,2025-05-03,USA,Mobile,Organic,Individual,1,B
U03972,2025-06-18,UK,Desktop,Google Ads,Individual,1,B
U03973,2025-01-10,Australia,Mobile,LinkedIn Ads,Business,381,A
U03974,2025-02-08,Canada,Tablet,Direct,Business,5,B
U03975,2025-06-22,India,Desktop,Referral,Business,470,B
U03976,2025-05-05,India,Desktop,LinkedIn Ads,Individual,1,B
U03977,2025-01-25,India,Mobile,Organic,Business,249,B
U03978,2025-01-06,USA,Tablet,Referral,Individual,1,B
U03979,2025-01-19,Canada,Tablet,Organic,Business,430,A
U03980,2025-03-27,Australia,Mobile,Google Ads,Business,154,A
U03981,2025-05-08,USA,Mobile,LinkedIn Ads,Individual,1,B
U03982,2025-03-04,Australia,Tablet,Organic,Business,492,A
U03983,2025-06-11,Canada,Mobile,LinkedIn Ads,Business,190,B
U03984,2025-02-10,UK,Desktop,Direct,Business,265,B
U03985,2025-02-13,Australia,Desktop,Organic,Business,257,A
U03986,2025-03-21,Australia,Mobile,Organic,Business,92,A
U03987,2025-05-28,UK,Tablet,Direct,Business,7,B
U03988,2025-01-09,UK,Mobile,Google Ads,Business,189,B
U03989,2025-03-23,Australia,Mobile,Referral,Individual,1,A
U03990,2025-04-25,USA,Mobile,Referral,Business,418,A
U03991,2025-03-09,Australia,Tablet,Google Ads,Individual,1,A
U03992,2025-02-17,USA,Tablet,Direct,Individual,1,B
U03993,2025-04-10,UK,Tablet,Referral,Business,24,B
U03994,2025-05-05,Canada,Tablet,Organic,Individual,1,B
U03995,2025-05-05,Australia,Mobile,Referral,Individual,1,B
U03996,2025-04-01,Canada,Desktop,Organic,Individual,1,A
U03997,2025-06-12,India,Tablet,LinkedIn Ads,Individual,1,B
U03998,2025-01-28,USA,Mobile,Referral,Business,309,B
U03999,2025-04-20,India,Tablet,Organic,Business,231,A
U04000,2025-05-24,USA,Tablet,LinkedIn Ads,Individual,1,A
U04001,2025-06-30,UK,Mobile,Organic,Individual,1,A
U04002,2025-02-10,India,Mobile,Google Ads,Individual,1,A
U04003,2025-06-27,Canada,Mobile,Referral,Individual,1,A
U04004,2025-06-11,USA,Desktop,Direct,Business,261,B
U04005,2025-05-25,USA,Desktop,Google Ads,Business,38,B
U04006,2025-06-17,India,Tablet,Referral,Individual,1,A
U04007,2025-06-20,USA,Tablet,Referral,Individual,1,B
U04008,2025-02-05,USA,Desktop,Google Ads,Individual,1,B
U04009,2025-03-04,India,Tablet,Direct,Individual,1,B
U04010,2025-02-22,Canada,Tablet,Google Ads,Individual,1,A
U04011,2025-04-22,Australia,Desktop,Google Ads,Business,374,B
U04012,2025-02-24,USA,Desktop,Google Ads,Business,26,A
U04013,2025-04-08,Australia,Desktop,Google Ads,Individual,1,A
U04014,2025-04-02,Canada,Desktop,Direct,Individual,1,A
U04015,2025-06-27,USA,Desktop,Google Ads,Individual,1,A
U04016,2025-06-29,UK,Tablet,Organic,Business,245,A
U04017,2025-01-02,USA,Tablet,Referral,Business,73,A
U04018,2025-06-30,UK,Desktop,LinkedIn Ads,Individual,1,B
U04019,2025-02-01,India,Tablet,Organic,Business,134,A
U04020,2025-04-17,UK,Mobile,Referral,Business,430,B
U04021,2025-01-18,India,Tablet,Organic,Business,422,B
U04022,2025-03-27,India,Mobile,Organic,Business,417,B
U04023,2025-01-27,UK,Desktop,Referral,Individual,1,A
U04024,2025-06-09,USA,Desktop,Referral,Business,385,B
U04025,2025-06-13,Australia,Desktop,LinkedIn Ads,Business,372,A
U04026,2025-03-17,Australia,Desktop,Organic,Business,472,A
U04027,2025-02-06,Canada,Tablet,Referral,Business,20,B
U04028,2025-06-02,Canada,Mobile,Direct,Individual,1,A
U04029,2025-04-25,India,Tablet,Direct,Individual,1,B
U04030,2025-04-16,India,Mobile,Google Ads,Individual,1,A
U04031,2025-02-18,USA,Desktop,Google Ads,Individual,1,A
U04032,2025-02-25,Australia,Desktop,Organic,Business,338,B
U04033,2025-03-10,USA,Tablet,Organic,Business,94,B
U04034,2025-06-17,USA,Mobile,LinkedIn Ads,Individual,1,A
U04035,2025-02-21,UK,Tablet,Direct,Individual,1,B
U04036,2025-06-21,USA,Desktop,Referral,Business,47,A
U04037,2025-02-08,Australia,Tablet,LinkedIn Ads,Individual,1,B
U04038,2025-04-06,Australia,Desktop,Google Ads,Individual,1,A
U04039,2025-01-05,India,Desktop,LinkedIn Ads,Individual,1,A
U04040,2025-03-12,India,Mobile,Google Ads,Business,254,B
U04041,2025-01-20,India,Desktop,Google Ads,Business,240,B
U04042,2025-02-08,USA,Desktop,Organic,Business,274,B
U04043,2025-02-02,India,Mobile,LinkedIn Ads,Business,499,A
U04044,2025-01-15,UK,Desktop,Organic,Individual,1,B
U04045,2025-02-05,Australia,Desktop,Direct,Business,424,A
U04046,2025-05-01,USA,Desktop,Organic,Business,137,B
U04047,2025-03-06,Canada,Mobile,LinkedIn Ads,Individual,1,B
U04048,2025-04-03,UK,Mobile,Referral,Individual,1,B
U04049,2025-06-09,India,Tablet,Direct,Business,149,B
U04050,2025-05-18,Canada,Desktop,Google Ads,Individual,1,A
U04051,2025-04-05,UK,Desktop,Referral,Business,360,A
U04052,2025-04-20,UK,Mobile,Direct,Business,479,B
U04053,2025-03-14,India,Desktop,LinkedIn Ads,Individual,1,A
U04054,2025-02-12,Australia,Mobile,Organic,Individual,1,B
U04055,2025-04-08,Australia,Mobile,LinkedIn Ads,Business,134,A
U04056,2025-06-26,USA,Tablet,Google Ads,Business,275,B
U04057,2025-03-04,Canada,Mobile,Organic,Individual,1,B
U04058,2025-06-04,UK,Desktop,Referral,Business,194,B
U04059,2025-03-24,USA,Desktop,LinkedIn Ads,Business,88,A
U04060,2025-04-21,Australia,Tablet,LinkedIn Ads,Individual,1,A
U04061,2025-02-12,USA,Desktop,Referral,Individual,1,A
U04062,2025-02-02,Australia,Tablet,Organic,Individual,1,B
U04063,2025-02-20,Australia,Mobile,Google Ads,Business,54,B
U04064,2025-04-12,UK,Mobile,Referral,Business,258,B
U04065,2025-06-15,USA,Desktop,Direct,Business,445,A
U04066,2025-03-16,UK,Tablet,LinkedIn Ads,Business,163,A
U04067,2025-03-02,Canada,Tablet,Referral,Business,414,B
U04068,2025-03-17,Australia,Mobile,Direct,Individual,1,A
U04069,2025-06-24,Australia,Desktop,Direct,Business,97,B
U04070,2025-03-23,Canada,Desktop,Google Ads,Individual,1,A
U04071,2025-05-01,UK,Tablet,LinkedIn Ads,Individual,1,A
U04072,2025-02-01,India,Tablet,Google Ads,Business,448,A
U04073,2025-01-12,India,Mobile,Google Ads,Business,387,B
U04074,2025-01-20,UK,Tablet,Organic,Business,55,B
U04075,2025-05-26,Australia,Desktop,Google Ads,Business,198,B
U04076,2025-01-04,Canada,Desktop,Google Ads,Individual,1,B
U04077,2025-03-11,UK,Desktop,Organic,Individual,1,B
U04078,2025-06-05,Australia,Tablet,Referral,Business,106,B
U04079,2025-05-23,UK,Desktop,LinkedIn Ads,Individual,1,A
U04080,2025-06-18,Australia,Desktop,Google Ads,Individual,1,B
U04081,2025-06-30,India,Mobile,Direct,Individual,1,B
U04082,2025-04-21,India,Desktop,Referral,Individual,1,A
U04083,2025-03-17,Australia,Mobile,Referral,Individual,1,A
U04084,2025-04-24,USA,Mobile,Direct,Individual,1,A
U04085,2025-01-15,UK,Desktop,LinkedIn Ads,Individual,1,B
U04086,2025-05-27,UK,Desktop,LinkedIn Ads,Business,123,B
U04087,2025-02-13,India,Tablet,Google Ads,Business,286,A
U04088,2025-06-04,India,Desktop,LinkedIn Ads,Business,70,B
U04089,2025-01-03,UK,Mobile,Referral,Business,414,A
U04090,2025-03-05,Canada,Desktop,Referral,Individual,1,A
U04091,2025-05-21,Canada,Tablet,Google Ads,Business,329,A
U04092,2025-03-14,UK,Tablet,LinkedIn Ads,Individual,1,B
U04093,2025-02-26,Canada,Mobile,Organic,Individual,1,A
U04094,2025-01-18,UK,Mobile,LinkedIn Ads,Individual,1,A
U04095,2025-05-18,India,Tablet,Google Ads,Business,356,A
U04096,2025-02-25,UK,Mobile,Direct,Individual,1,B
U04097,2025-05-05,India,Desktop,Direct,Business,500,B
U04098,2025-01-13,India,Tablet,Google Ads,Business,1,A
U04099,2025-02-17,UK,Desktop,Organic,Business,9,A
U04100,2025-05-03,UK,Desktop,Organic,Business,26,B
U04101,2025-03-16,Australia,Mobile,LinkedIn Ads,Business,254,B
U04102,2025-05-18,Canada,Mobile,Organic,Individual,1,B
U04103,2025-04-15,Australia,Mobile,LinkedIn Ads,Individual,1,A
U04104,2025-01-09,India,Desktop,Direct,Business,138,A
U04105,2025-01-01,USA,Desktop,Google Ads,Individual,1,A
U04106,2025-03-07,Canada,Desktop,Direct,Business,287,A
U04107,2025-03-30,Canada,Mobile,LinkedIn Ads,Individual,1,A
U04108,2025-04-01,USA,Desktop,LinkedIn Ads,Individual,1,B
U04109,2025-01-11,USA,Mobile,Google Ads,Individual,1,B
U04110,2025-01-27,UK,Mobile,LinkedIn Ads,Business,212,B
U04111,2025-05-18,India,Mobile,LinkedIn Ads,Individual,1,A
U04112,2025-06-12,USA,Tablet,Direct,Business,40,A
U04113,2025-01-20,USA,Mobile,Organic,Individual,1,B
U04114,2025-04-18,Australia,Mobile,Google Ads,Individual,1,A
U04115,2025-04-17,USA,Desktop,LinkedIn Ads,Individual,1,A
U04116,2025-04-21,India,Mobile,Referral,Individual,1,A
U04117,2025-05-15,USA,Mobile,Google Ads,Individual,1,A
U04118,2025-06-25,USA,Desktop,Google Ads,Individual,1,A
U04119,2025-06-24,UK,Tablet,LinkedIn Ads,Individual,1,A
U04120,2025-06-20,Canada,Desktop,Google Ads,Business,470,A
U04121,2025-06-17,India,Desktop,LinkedIn Ads,Individual,1,B
U04122,2025-01-06,Canada,Desktop,Google Ads,Business,101,B
U04123,2025-03-29,USA,Desktop,LinkedIn Ads,Business,409,A
U04124,2025-02-05,India,Desktop,Referral,Business,397,B
U04125,2025-06-10,USA,Mobile,Referral,Individual,1,A
U04126,2025-03-05,UK,Desktop,Referral,Individual,1,A
U04127,2025-01-04,UK,Desktop,Referral,Business,273,B
U04128,2025-04-13,UK,Tablet,LinkedIn Ads,Business,143,A
U04129,2025-06-08,Australia,Mobile,Google Ads,Business,435,A
U04130,2025-02-24,India,Desktop,Direct,Individual,1,B
U04131,2025-03-09,India,Desktop,Google Ads,Business,370,B
U04132,2025-05-16,India,Mobile,Google Ads,Business,260,A
U04133,2025-03-02,UK,Mobile,Organic,Individual,1,B
U04134,2025-04-29,Australia,Tablet,Organic,Individual,1,A
U04135,2025-06-06,USA,Tablet,Referral,Business,88,B
U04136,2025-01-19,Australia,Mobile,LinkedIn Ads,Individual,1,A
U04137,2025-04-02,India,Mobile,Referral,Business,26,A
U04138,2025-05-31,UK,Mobile,Referral,Business,437,B
U04139,2025-06-27,USA,Mobile,LinkedIn Ads,Individual,1,B
U04140,2025-05-30,India,Tablet,Google Ads,Business,15,B
U04141,2025-03-22,Australia,Mobile,Organic,Business,82,A
U04142,2025-02-16,Australia,Desktop,Referral,Business,453,A
U04143,2025-02-26,India,Tablet,LinkedIn Ads,Individual,1,B
U04144,2025-06-19,Australia,Mobile,Google Ads,Individual,1,B
U04145,2025-02-07,Australia,Tablet,Organic,Business,474,B
U04146,2025-04-23,UK,Desktop,Referral,Individual,1,B
U04147,2025-05-30,USA,Desktop,Google Ads,Business,333,A
U04148,2025-02-01,Australia,Tablet,Organic,Business,182,A
U04149,2025-03-28,USA,Mobile,Organic,Individual,1,B
U04150,2025-06-07,Canada,Tablet,Referral,Individual,1,B
U04151,2025-05-11,Canada,Desktop,Organic,Individual,1,B
U04152,2025-06-06,Australia,Desktop,Referral,Individual,1,A
U04153,2025-04-21,India,Desktop,Google Ads,Individual,1,A
U04154,2025-01-26,USA,Desktop,Referral,Individual,1,A
U04155,2025-03-21,India,Mobile,LinkedIn Ads,Individual,1,A
U04156,2025-03-10,USA,Desktop,Referral,Business,39,B
U04157,2025-05-16,UK,Desktop,Referral,Business,201,A
U04158,2025-06-04,UK,Desktop,Direct,Business,23,A
U04159,2025-06-30,USA,Tablet,Google Ads,Individual,1,B
U04160,2025-03-26,USA,Mobile,Referral,Individual,1,A
U04161,2025-02-04,Australia,Mobile,LinkedIn Ads,Business,352,B
U04162,2025-04-14,Canada,Desktop,Google Ads,Business,103,A
U04163,2025-05-17,UK,Tablet,Referral,Business,99,A
U04164,2025-06-01,Australia,Mobile,Organic,Business,324,B
U04165,2025-05-11,Australia,Tablet,Direct,Business,387,A
U04166,2025-04-23,USA,Desktop,Direct,Business,445,B
U04167,2025-04-10,Australia,Tablet,LinkedIn Ads,Individual,1,A
U04168,2025-01-29,Canada,Tablet,Direct,Individual,1,A
U04169,2025-01-07,UK,Desktop,Google Ads,Individual,1,B
U04170,2025-06-12,Australia,Mobile,Referral,Business,487,B
U04171,2025-01-20,India,Desktop,Direct,Business,200,B
U04172,2025-02-05,USA,Tablet,Referral,Individual,1,B
U04173,2025-03-21,India,Mobile,Referral,Business,14,B
U04174,2025-01-20,India,Mobile,LinkedIn Ads,Business,48,A
U04175,2025-02-26,USA,Tablet,Google Ads,Individual,1,B
U04176,2025-05-09,USA,Desktop,Direct,Individual,1,B
U04177,2025-06-22,Canada,Tablet,Referral,Business,408,B
U04178,2025-03-01,Australia,Mobile,Google Ads,Business,396,A
U04179,2025-04-24,India,Tablet,Google Ads,Individual,1,A
U04180,2025-03-04,Australia,Desktop,Google Ads,Business,176,A
U04181,2025-04-22,UK,Tablet,LinkedIn Ads,Business,394,A
U04182,2025-01-08,India,Mobile,Referral,Individual,1,B
U04183,2025-04-15,Australia,Mobile,Organic,Business,47,B
U04184,2025-02-16,Canada,Desktop,LinkedIn Ads,Individual,1,B
U04185,2025-02-03,India,Mobile,Referral,Individual,1,B
U04186,2025-05-27,USA,Desktop,Direct,Individual,1,B
U04187,2025-01-07,UK,Desktop,Referral,Individual,1,A
U04188,2025-05-11,Canada,Mobile,LinkedIn Ads,Individual,1,B
U04189,2025-03-10,UK,Mobile,Referral,Individual,1,B
U04190,2025-04-06,India,Desktop,Referral,Business,481,B
U04191,2025-04-04,India,Desktop,Referral,Business,224,B
U04192,2025-04-14,Canada,Desktop,LinkedIn Ads,Individual,1,A
U04193,2025-01-04,Canada,Mobile,Referral,Business,183,A
U04194,2025-03-15,India,Tablet,LinkedIn Ads,Individual,1,B
U04195,2025-03-07,USA,Desktop,Referral,Individual,1,A
U04196,2025-01-24,Australia,Tablet,Organic,Individual,1,A
U04197,2025-02-03,India,Mobile,Direct,Business,219,A
U04198,2025-06-11,UK,Mobile,Organic,Individual,1,A
U04199,2025-01-07,USA,Tablet,Google Ads,Business,15,B
U04200,2025-02-03,Canada,Desktop,LinkedIn Ads,Individual,1,B
U04201,2025-01-22,USA,Tablet,LinkedIn Ads,Business,30,A
U04202,2025-03-18,Canada,Mobile,LinkedIn Ads,Business,305,A
U04203,2025-02-05,Canada,Desktop,Direct,Business,31,B
U04204,2025-01-13,India,Desktop,LinkedIn Ads,Individual,1,A
U04205,2025-03-20,Australia,Desktop,Referral,Individual,1,A
U04206,2025-01-08,USA,Desktop,Google Ads,Business,135,A
U04207,2025-05-08,Canada,Desktop,Google Ads,Business,244,A
U04208,2025-06-26,India,Tablet,Referral,Individual,1,A
U04209,2025-06-15,Australia,Mobile,Referral,Individual,1,A
U04210,2025-04-28,UK,Tablet,Referral,Business,432,B
U04211,2025-02-25,USA,Tablet,LinkedIn Ads,Individual,1,A
U04212,2025-06-07,Australia,Desktop,Google Ads,Individual,1,B
U04213,2025-05-22,Canada,Tablet,LinkedIn Ads,Individual,1,B
U04214,2025-06-14,UK,Desktop,Google Ads,Business,133,B
U04215,2025-02-10,Canada,Desktop,Google Ads,Business,396,A
U04216,2025-06-16,India,Mobile,Google Ads,Business,439,A
U04217,2025-01-03,UK,Desktop,Direct,Business,277,B
U04218,2025-05-11,USA,Mobile,Google Ads,Business,182,B
U04219,2025-05-21,India,Desktop,LinkedIn Ads,Business,349,B
U04220,2025-06-13,Canada,Mobile,Google Ads,Individual,1,B
U04221,2025-04-25,UK,Mobile,LinkedIn Ads,Business,171,B
U04222,2025-02-02,Australia,Mobile,Organic,Individual,1,A
U04223,2025-05-20,India,Mobile,Referral,Individual,1,B
U04224,2025-03-01,UK,Desktop,Direct,Individual,1,B
U04225,2025-04-10,India,Desktop,Organic,Individual,1,A
U04226,2025-05-26,USA,Mobile,Referral,Business,128,B
U04227,2025-06-12,India,Tablet,LinkedIn Ads,Individual,1,A
