event_id,user_id,event_date,funnel_stage
E016877,U04527,2025-04-07,Trial Started
E016878,U04527,2025-04-08,Feature Used
E016879,U04527,2025-04-08,Subscription Purchased
E016880,U04528,2025-01-14,Signup
E016881,U04528,2025-01-14,Email Verified
E016882,U04528,2025-01-15,Trial Started
E016883,U04528,2025-01-21,Feature Used
E016884,U04528,2025-01-19,Subscription Purchased
E016885,U04528,2025-01-22,Retained 30 Days
E016886,U04529,2025-03-25,Signup
E016887,U04529,2025-03-27,Email Verified
E016888,U04529,2025-03-29,Trial Started
E016889,U04529,2025-03-31,Feature Used
E016890,U04530,2025-04-30,Signup
E016891,U04530,2025-04-30,Email Verified
E016892,U04531,2025-04-28,Signup
E016893,U04531,2025-05-01,Email Verified
E016894,U04532,2025-06-24,Signup
E016895,U04532,2025-06-29,Email Verified
E016896,U04533,2025-03-21,Signup
E016897,U04533,2025-03-24,Email Verified
E016898,U04534,2025-06-09,Signup
E016899,U04534,2025-06-11,Email Verified
E016900,U04534,2025-06-16,Trial Started
E016901,U04535,2025-06-06,Signup
E016902,U04535,2025-06-11,Email Verified
E016903,U04535,2025-06-10,Trial Started
E016904,U04535,2025-06-13,Feature Used
E016905,U04536,2025-01-20,Signup
E016906,U04536,2025-01-23,Email Verified
E016907,U04536,2025-01-26,Trial Started
E016908,U04536,2025-01-25,Feature Used
E016909,U04537,2025-06-29,Signup
E016910,U04537,2025-06-27,Email Verified
E016911,U04537,2025-06-30,Trial Started
E016912,U04538,2025-04-02,Signup
E016913,U04538,2025-04-02,Email Verified
E016914,U04538,2025-04-03,Trial Started
E016915,U04538,2025-04-06,Feature Used
E016916,U04538,2025-04-04,Subscription Purchased
E016917,U04539,2025-04-15,Signup
E016918,U04540,2025-02-12,Signup
E016919,U04541,2025-04-11,Signup
E016920,U04541,2025-04-14,Email Verified
E016921,U04542,2025-01-11,Signup
E016922,U04542,2025-01-09,Email Verified
E016923,U04542,2025-01-08,Trial Started
E016924,U04542,2025-01-13,Feature Used
E016925,U04543,2025-02-09,Signup
E016926,U04543,2025-02-11,Email Verified
E016927,U04544,2025-02-16,Signup
E016928,U04544,2025-02-18,Email Verified
E016929,U04545,2025-04-30,Signup
E016930,U04545,2025-05-05,Email Verified
E016931,U04545,2025-05-02,Trial Started
E016932,U04546,2025-01-10,Signup
E016933,U04546,2025-01-11,Email Verified
E016934,U04546,2025-01-17,Trial Started
E016935,U04546,2025-01-14,Feature Used
E016936,U04546,2025-01-16,Subscription Purchased
E016937,U04546,2025-01-18,Retained 30 Days
E016938,U04547,2025-06-01,Signup
E016939,U04548,2025-04-18,Signup
E016940,U04548,2025-04-19,Email Verified
E016941,U04548,2025-04-21,Trial Started
E016942,U04548,2025-04-24,Feature Used
E016943,U04548,2025-04-22,Subscription Purchased
E016944,U04549,2025-03-31,Signup
E016945,U04549,2025-04-01,Email Verified
E016946,U04549,2025-03-30,Trial Started
E016947,U04549,2025-04-03,Feature Used
E016948,U04549,2025-04-04,Subscription Purchased
E016949,U04550,2025-05-29,Signup
E016950,U04550,2025-05-26,Email Verified
E016951,U04550,2025-05-29,Trial Started
E016952,U04550,2025-06-01,Feature Used
E016953,U04550,2025-06-01,Subscription Purchased
E016954,U04550,2025-05-29,Retained 30 Days
E016955,U04551,2025-01-11,Signup
E016956,U04551,2025-01-08,Email Verified
E016957,U04551,2025-01-08,Trial Started
E016958,U04551,2025-01-09,Feature Used
E016959,U04551,2025-01-14,Subscription Purchased
E016960,U04551,2025-01-14,Retained 30 Days
E016961,U04552,2025-06-10,Signup
E016962,U04553,2025-06-11,Signup
E016963,U04553,2025-06-12,Email Verified
E016964,U04554,2025-06-07,Signup
E016965,U04554,2025-06-07,Email Verified
E016966,U04554,2025-06-13,Trial Started
E016967,U04554,2025-06-12,Feature Used
E016968,U04554,2025-06-13,Subscription Purchased
E016969,U04554,2025-06-14,Retained 30 Days
E016970,U04555,2025-03-05,Signup
E016971,U04555,2025-03-05,Email Verified
E016972,U04555,2025-03-04,Trial Started
E016973,U04555,2025-03-08,Feature Used
E016974,U04556,2025-06-24,Signup
E016975,U04556,2025-06-27,Email Verified
E016976,U04556,2025-06-27,Trial Started
E016977,U04556,2025-06-25,Feature Used
E016978,U04557,2025-02-05,Signup
E016979,U04557,2025-02-10,Email Verified
E016980,U04557,2025-02-08,Trial Started
E016981,U04557,2025-02-12,Feature Used
E016982,U04557,2025-02-13,Subscription Purchased
E016983,U04558,2025-03-28,Signup
E016984,U04558,2025-04-02,Email Verified
E016985,U04558,2025-03-31,Trial Started
E016986,U04558,2025-04-01,Feature Used
E016987,U04558,2025-04-02,Subscription Purchased
E016988,U04559,2025-01-23,Signup
E016989,U04559,2025-01-22,Email Verified
E016990,U04559,2025-01-24,Trial Started
E016991,U04559,2025-01-28,Feature Used
E016992,U04559,2025-01-29,Subscription Purchased
E016993,U04559,2025-01-27,Retained 30 Days
E016994,U04560,2025-03-27,Signup
E016995,U04560,2025-04-01,Email Verified
E016996,U04560,2025-04-02,Trial Started
E016997,U04560,2025-03-30,Feature Used
E016998,U04560,2025-03-31,Subscription Purchased
E016999,U04560,2025-04-02,Retained 30 Days
E017000,U04561,2025-04-06,Signup
E017001,U04561,2025-04-07,Email Verified
E017002,U04561,2025-04-08,Trial Started
E017003,U04561,2025-04-06,Feature Used
E017004,U04561,2025-04-10,Subscription Purchased
E017005,U04562,2025-03-31,Signup
E017006,U04562,2025-04-01,Email Verified
E017007,U04563,2025-01-18,Signup
E017008,U04563,2025-01-18,Email Verified
E017009,U04563,2025-01-17,Trial Started
E017010,U04563,2025-01-23,Feature Used
E017011,U04563,2025-01-24,Subscription Purchased
E017012,U04563,2025-01-23,Retained 30 Days
E017013,U04564,2025-04-25,Signup
E017014,U04565,2025-03-23,Signup
E017015,U04565,2025-03-25,Email Verified
E017016,U04566,2025-02-28,Signup
E017017,U04566,2025-03-03,Email Verified
E017018,U04566,2025-03-03,Trial Started
E017019,U04566,2025-03-03,Feature Used
E017020,U04566,2025-03-08,Subscription Purchased
E017021,U04566,2025-03-07,Retained 30 Days
E017022,U04567,2025-04-23,Signup
E017023,U04567,2025-04-22,Email Verified
E017024,U04568,2025-04-18,Signup
E017025,U04568,2025-04-20,Email Verified
E017026,U04569,2025-02-15,Signup
E017027,U04570,2025-07-02,Signup
E017028,U04570,2025-07-02,Email Verified
E017029,U04570,2025-07-06,Trial Started
E017030,U04570,2025-07-04,Feature Used
E017031,U04570,2025-07-06,Subscription Purchased
E017032,U04570,2025-07-05,Retained 30 Days
E017033,U04571,2025-06-07,Signup
E017034,U04571,2025-06-08,Email Verified
E017035,U04571,2025-06-04,Trial Started
E017036,U04571,2025-06-09,Feature Used
E017037,U04572,2025-06-21,Signup
E017038,U04572,2025-06-20,Email Verified
E017039,U04572,2025-06-21,Trial Started
E017040,U04572,2025-06-22,Feature Used
E017041,U04572,2025-06-23,Subscription Purchased
E017042,U04573,2025-04-11,Signup
E017043,U04573,2025-04-16,Email Verified
E017044,U04574,2025-06-08,Signup
E017045,U04574,2025-06-11,Email Verified
E017046,U04574,2025-06-08,Trial Started
E017047,U04574,2025-06-14,Feature Used
E017048,U04574,2025-06-14,Subscription Purchased
E017049,U04574,2025-06-12,Retained 30 Days
E017050,U04575,2025-03-14,Signup
E017051,U04575,2025-03-14,Email Verified
E017052,U04575,2025-03-16,Trial Started
E017053,U04575,2025-03-20,Feature Used
E017054,U04575,2025-03-18,Subscription Purchased
E017055,U04575,2025-03-18,Retained 30 Days
E017056,U04576,2025-03-30,Signup
E017057,U04576,2025-04-03,Email Verified
E017058,U04576,2025-04-05,Trial Started
E017059,U04577,2025-01-07,Signup
E017060,U04577,2025-01-05,Email Verified
E017061,U04577,2025-01-10,Trial Started
E017062,U04578,2025-06-28,Signup
E017063,U04578,2025-06-29,Email Verified
E017064,U04579,2025-01-19,Signup
E017065,U04579,2025-01-21,Email Verified
E017066,U04579,2025-01-21,Trial Started
E017067,U04579,2025-01-22,Feature Used
E017068,U04579,2025-01-21,Subscription Purchased
E017069,U04579,2025-01-21,Retained 30 Days
E017070,U04580,2025-01-09,Signup
E017071,U04580,2025-01-13,Email Verified
E017072,U04580,2025-01-13,Trial Started
E017073,U04580,2025-01-16,Feature Used
E017074,U04580,2025-01-14,Subscription Purchased
E017075,U04581,2025-01-21,Signup
E017076,U04581,2025-01-18,Email Verified
E017077,U04581,2025-01-19,Trial Started
E017078,U04581,2025-01-23,Feature Used
E017079,U04581,2025-01-21,Subscription Purchased
E017080,U04581,2025-01-22,Retained 30 Days
E017081,U04582,2025-03-07,Signup
E017082,U04582,2025-03-07,Email Verified
E017083,U04582,2025-03-04,Trial Started
E017084,U04583,2025-02-07,Signup
E017085,U04583,2025-02-07,Email Verified
E017086,U04583,2025-02-08,Trial Started
E017087,U04583,2025-02-07,Feature Used
E017088,U04583,2025-02-09,Subscription Purchased
E017089,U04583,2025-02-10,Retained 30 Days
E017090,U04584,2025-05-01,Signup
E017091,U04584,2025-05-04,Email Verified
E017092,U04584,2025-05-07,Trial Started
E017093,U04584,2025-05-03,Feature Used
E017094,U04584,2025-05-07,Subscription Purchased
E017095,U04584,2025-05-08,Retained 30 Days
E017096,U04585,2025-02-16,Signup
E017097,U04585,2025-02-17,Email Verified
E017098,U04585,2025-02-14,Trial Started
E017099,U04585,2025-02-16,Feature Used
E017100,U04585,2025-02-19,Subscription Purchased
E017101,U04586,2025-01-26,Signup
E017102,U04586,2025-01-30,Email Verified
E017103,U04586,2025-01-29,Trial Started
E017104,U04586,2025-01-30,Feature Used
E017105,U04586,2025-02-03,Subscription Purchased
E017106,U04586,2025-02-02,Retained 30 Days
E017107,U04587,2025-04-09,Signup
E017108,U04587,2025-04-13,Email Verified
E017109,U04587,2025-04-11,Trial Started
E017110,U04588,2025-02-02,Signup
E017111,U04589,2025-06-08,Signup
E017112,U04589,2025-06-06,Email Verified
E017113,U04589,2025-06-09,Trial Started
E017114,U04589,2025-06-08,Feature Used
E017115,U04589,2025-06-09,Subscription Purchased
E017116,U04590,2025-03-13,Signup
E017117,U04590,2025-03-16,Email Verified
E017118,U04590,2025-03-14,Trial Started
E017119,U04590,2025-03-17,Feature Used
E017120,U04590,2025-03-16,Subscription Purchased
E017121,U04591,2025-02-07,Signup
E017122,U04591,2025-02-09,Email Verified
E017123,U04591,2025-02-12,Trial Started
E017124,U04591,2025-02-10,Feature Used
E017125,U04592,2025-01-24,Signup
E017126,U04592,2025-01-23,Email Verified
E017127,U04593,2025-06-04,Signup
E017128,U04593,2025-06-06,Email Verified
E017129,U04593,2025-06-08,Trial Started
E017130,U04593,2025-06-09,Feature Used
E017131,U04594,2025-05-27,Signup
E017132,U04594,2025-05-27,Email Verified
E017133,U04594,2025-05-26,Trial Started
E017134,U04595,2025-03-27,Signup
E017135,U04595,2025-03-31,Email Verified
E017136,U04595,2025-04-01,Trial Started
E017137,U04596,2025-02-05,Signup
E017138,U04596,2025-02-08,Email Verified
E017139,U04596,2025-02-09,Trial Started
E017140,U04596,2025-02-05,Feature Used
E017141,U04596,2025-02-07,Subscription Purchased
E017142,U04597,2025-05-22,Signup
E017143,U04597,2025-05-21,Email Verified
E017144,U04597,2025-05-23,Trial Started
E017145,U04597,2025-05-21,Feature Used
E017146,U04597,2025-05-26,Subscription Purchased
E017147,U04598,2025-03-09,Signup
E017148,U04598,2025-03-10,Email Verified
E017149,U04599,2025-04-14,Signup
E017150,U04599,2025-04-10,Email Verified
E017151,U04599,2025-04-14,Trial Started
E017152,U04600,2025-05-25,Signup
E017153,U04600,2025-05-23,Email Verified
E017154,U04601,2025-02-04,Signup
E017155,U04601,2025-02-02,Email Verified
E017156,U04602,2025-05-02,Signup
E017157,U04602,2025-05-03,Email Verified
E017158,U04602,2025-05-03,Trial Started
E017159,U04602,2025-05-06,Feature Used
E017160,U04602,2025-05-05,Subscription Purchased
E017161,U04602,2025-05-08,Retained 30 Days
E017162,U04603,2025-05-11,Signup
E017163,U04603,2025-05-08,Email Verified
E017164,U04603,2025-05-09,Trial Started
E017165,U04603,2025-05-13,Feature Used
E017166,U04603,2025-05-10,Subscription Purchased
E017167,U04603,2025-05-11,Retained 30 Days
E017168,U04604,2025-06-08,Signup
E017169,U04604,2025-06-11,Email Verified
E017170,U04604,2025-06-14,Trial Started
E017171,U04605,2025-03-22,Signup
E017172,U04605,2025-03-19,Email Verified
E017173,U04605,2025-03-21,Trial Started
E017174,U04605,2025-03-22,Feature Used
E017175,U04605,2025-03-27,Subscription Purchased
E017176,U04605,2025-03-23,Retained 30 Days
E017177,U04606,2025-04-16,Signup
E017178,U04606,2025-04-18,Email Verified
E017179,U04606,2025-04-15,Trial Started
E017180,U04606,2025-04-20,Feature Used
E017181,U04606,2025-04-17,Subscription Purchased
E017182,U04606,2025-04-21,Retained 30 Days
E017183,U04607,2025-06-27,Signup
E017184,U04607,2025-06-28,Email Verified
E017185,U04607,2025-06-27,Trial Started
E017186,U04607,2025-06-27,Feature Used
E017187,U04607,2025-07-03,Subscription Purchased
E017188,U04607,2025-07-03,Retained 30 Days
E017189,U04608,2025-06-22,Signup
E017190,U04608,2025-06-20,Email Verified
E017191,U04609,2025-01-07,Signup
E017192,U04609,2025-01-08,Email Verified
E017193,U04609,2025-01-09,Trial Started
E017194,U04609,2025-01-10,Feature Used
E017195,U04609,2025-01-14,Subscription Purchased
E017196,U04609,2025-01-13,Retained 30 Days
E017197,U04610,2025-05-31,Signup
E017198,U04610,2025-06-02,Email Verified
E017199,U04610,2025-06-03,Trial Started
E017200,U04611,2025-06-01,Signup
E017201,U04611,2025-06-03,Email Verified
E017202,U04611,2025-05-31,Trial Started
E017203,U04612,2025-06-27,Signup
E017204,U04613,2025-01-14,Signup
E017205,U04613,2025-01-15,Email Verified
E017206,U04613,2025-01-16,Trial Started
E017207,U04613,2025-01-17,Feature Used
E017208,U04614,2025-01-22,Signup
E017209,U04615,2025-06-12,Signup
E017210,U04615,2025-06-12,Email Verified
E017211,U04616,2025-01-23,Signup
E017212,U04616,2025-01-19,Email Verified
E017213,U04616,2025-01-25,Trial Started
E017214,U04617,2025-04-17,Signup
E017215,U04617,2025-04-20,Email Verified
E017216,U04617,2025-04-22,Trial Started
E017217,U04617,2025-04-23,Feature Used
E017218,U04617,2025-04-23,Subscription Purchased
E017219,U04617,2025-04-21,Retained 30 Days
E017220,U04618,2025-04-24,Signup
E017221,U04618,2025-04-21,Email Verified
E017222,U04618,2025-04-27,Trial Started
E017223,U04618,2025-04-26,Feature Used
E017224,U04618,2025-04-26,Subscription Purchased
E017225,U04618,2025-04-29,Retained 30 Days
E017226,U04619,2025-06-22,Signup
E017227,U04619,2025-06-21,Email Verified
E017228,U04619,2025-06-23,Trial Started
E017229,U04620,2025-05-19,Signup
E017230,U04620,2025-05-17,Email Verified
E017231,U04620,2025-05-20,Trial Started
E017232,U04620,2025-05-22,Feature Used
E017233,U04620,2025-05-22,Subscription Purchased
E017234,U04620,2025-05-21,Retained 30 Days
E017235,U04621,2025-06-24,Signup
E017236,U04621,2025-06-26,Email Verified
E017237,U04621,2025-06-23,Trial Started
E017238,U04621,2025-06-23,Feature Used
E017239,U04621,2025-06-27,Subscription Purchased
E017240,U04621,2025-06-30,Retained 30 Days
E017241,U04622,2025-03-06,Signup
E017242,U04622,2025-03-03,Email Verified
E017243,U04622,2025-03-06,Trial Started
E017244,U04622,2025-03-08,Feature Used
E017245,U04622,2025-03-06,Subscription Purchased
E017246,U04622,2025-03-10,Retained 30 Days
E017247,U04623,2025-03-03,Signup
E017248,U04624,2025-05-22,Signup
E017249,U04624,2025-05-19,Email Verified
E017250,U04624,2025-05-21,Trial Started
E017251,U04624,2025-05-24,Feature Used
E017252,U04624,2025-05-21,Subscription Purchased
E017253,U04625,2025-02-12,Signup
E017254,U04625,2025-02-14,Email Verified
E017255,U04625,2025-02-18,Trial Started
E017256,U04625,2025-02-19,Feature Used
E017257,U04625,2025-02-18,Subscription Purchased
E017258,U04625,2025-02-19,Retained 30 Days
E017259,U04626,2025-03-06,Signup
E017260,U04626,2025-03-08,Email Verified
E017261,U04626,2025-03-09,Trial Started
E017262,U04626,2025-03-06,Feature Used
E017263,U04626,2025-03-08,Subscription Purchased
E017264,U04627,2025-03-15,Signup
E017265,U04627,2025-03-18,Email Verified
E017266,U04627,2025-03-21,Trial Started
E017267,U04628,2025-02-09,Signup
E017268,U04628,2025-02-13,Email Verified
E017269,U04628,2025-02-15,Trial Started
E017270,U04628,2025-02-15,Feature Used
E017271,U04629,2025-02-27,Signup
E017272,U04629,2025-02-24,Email Verified
E017273,U04629,2025-02-27,Trial Started
E017274,U04629,2025-02-25,Feature Used
E017275,U04629,2025-03-03,Subscription Purchased
E017276,U04630,2025-06-27,Signup
E017277,U04630,2025-06-28,Email Verified
E017278,U04630,2025-06-24,Trial Started
E017279,U04630,2025-06-26,Feature Used
E017280,U04631,2025-03-13,Signup
E017281,U04632,2025-02-13,Signup
E017282,U04632,2025-02-16,Email Verified
E017283,U04632,2025-02-13,Trial Started
E017284,U04633,2025-03-16,Signup
E017285,U04633,2025-03-19,Email Verified
E017286,U04633,2025-03-19,Trial Started
E017287,U04633,2025-03-19,Feature Used
E017288,U04633,2025-03-17,Subscription Purchased
E017289,U04633,2025-03-21,Retained 30 Days
E017290,U04634,2025-03-23,Signup
E017291,U04634,2025-03-27,Email Verified
E017292,U04634,2025-03-27,Trial Started
E017293,U04634,2025-03-25,Feature Used
E017294,U04634,2025-03-31,Subscription Purchased
E017295,U04634,2025-03-31,Retained 30 Days
E017296,U04635,2025-05-20,Signup
E017297,U04636,2025-04-24,Signup
E017298,U04636,2025-04-20,Email Verified
E017299,U04636,2025-04-23,Trial Started
E017300,U04636,2025-04-23,Feature Used
E017301,U04636,2025-04-24,Subscription Purchased
E017302,U04636,2025-04-25,Retained 30 Days
E017303,U04637,2025-04-04,Signup
E017304,U04637,2025-04-02,Email Verified
E017305,U04637,2025-04-05,Trial Started
E017306,U04638,2025-02-26,Signup
E017307,U04638,2025-02-25,Email Verified
E017308,U04638,2025-02-25,Trial Started
E017309,U04638,2025-03-01,Feature Used
E017310,U04638,2025-03-01,Subscription Purchased
E017311,U04639,2025-01-26,Signup
E017312,U04639,2025-01-24,Email Verified
E017313,U04639,2025-01-25,Trial Started
E017314,U04639,2025-01-29,Feature Used
E017315,U04639,2025-01-31,Subscription Purchased
E017316,U04639,2025-01-31,Retained 30 Days
E017317,U04640,2025-03-18,Signup
E017318,U04640,2025-03-20,Email Verified
E017319,U04640,2025-03-20,Trial Started
E017320,U04640,2025-03-21,Feature Used
E017321,U04640,2025-03-22,Subscription Purchased
E017322,U04640,2025-03-23,Retained 30 Days
E017323,U04641,2025-05-25,Signup
E017324,U04641,2025-05-28,Email Verified
E017325,U04641,2025-05-28,Trial Started
E017326,U04641,2025-05-28,Feature Used
E017327,U04641,2025-05-30,Subscription Purchased
E017328,U04641,2025-06-02,Retained 30 Days
E017329,U04642,2025-01-25,Signup
E017330,U04642,2025-01-30,Email Verified
E017331,U04642,2025-01-27,Trial Started
E017332,U04643,2025-01-13,Signup
E017333,U04643,2025-01-10,Email Verified
E017334,U04643,2025-01-12,Trial Started
E017335,U04643,2025-01-17,Feature Used
E017336,U04643,2025-01-18,Subscription Purchased
E017337,U04643,2025-01-16,Retained 30 Days
E017338,U04644,2025-04-28,Signup
E017339,U04645,2025-02-03,Signup
E017340,U04645,2025-02-09,Email Verified
E017341,U04645,2025-02-05,Trial Started
E017342,U04645,2025-02-09,Feature Used
E017343,U04645,2025-02-12,Subscription Purchased
E017344,U04646,2025-02-17,Signup
E017345,U04646,2025-02-14,Email Verified
E017346,U04646,2025-02-15,Trial Started
E017347,U04646,2025-02-20,Feature Used
E017348,U04646,2025-02-19,Subscription Purchased
E017349,U04647,2025-04-16,Signup
E017350,U04647,2025-04-17,Email Verified
E017351,U04647,2025-04-15,Trial Started
E017352,U04647,2025-04-16,Feature Used
E017353,U04647,2025-04-20,Subscription Purchased
E017354,U04648,2025-02-20,Signup
E017355,U04648,2025-02-19,Email Verified
E017356,U04649,2025-02-05,Signup
E017357,U04649,2025-02-06,Email Verified
E017358,U04649,2025-02-03,Trial Started
E017359,U04649,2025-02-03,Feature Used
E017360,U04649,2025-02-05,Subscription Purchased
E017361,U04649,2025-02-08,Retained 30 Days
E017362,U04650,2025-05-30,Signup
E017363,U04650,2025-05-29,Email Verified
E017364,U04651,2025-02-08,Signup
E017365,U04652,2025-04-05,Signup
E017366,U04652,2025-04-08,Email Verified
E017367,U04652,2025-04-08,Trial Started
E017368,U04652,2025-04-10,Feature Used
E017369,U04652,2025-04-11,Subscription Purchased
E017370,U04653,2025-02-13,Signup
E017371,U04653,2025-02-12,Email Verified
E017372,U04653,2025-02-17,Trial Started
E017373,U04653,2025-02-15,Feature Used
E017374,U04654,2025-05-20,Signup
E017375,U04654,2025-05-18,Email Verified
E017376,U04654,2025-05-20,Trial Started
E017377,U04654,2025-05-19,Feature Used
E017378,U04654,2025-05-19,Subscription Purchased
E017379,U04654,2025-05-21,Retained 30 Days
E017380,U04655,2025-06-07,Signup
E017381,U04655,2025-06-03,Email Verified
E017382,U04655,2025-06-05,Trial Started
E017383,U04656,2025-06-23,Signup
E017384,U04656,2025-06-27,Email Verified
E017385,U04657,2025-01-04,Signup
E017386,U04657,2025-01-10,Email Verified
E017387,U04657,2025-01-06,Trial Started
E017388,U04657,2025-01-11,Feature Used
E017389,U04657,2025-01-13,Subscription Purchased
E017390,U04657,2025-01-14,Retained 30 Days
E017391,U04658,2025-04-30,Signup
E017392,U04658,2025-05-01,Email Verified
E017393,U04658,2025-05-01,Trial Started
E017394,U04658,2025-05-03,Feature Used
E017395,U04659,2025-02-11,Signup
E017396,U04659,2025-02-09,Email Verified
E017397,U04660,2025-03-16,Signup
E017398,U04660,2025-03-17,Email Verified
E017399,U04660,2025-03-20,Trial Started
E017400,U04660,2025-03-21,Feature Used
E017401,U04660,2025-03-24,Subscription Purchased
E017402,U04661,2025-02-14,Signup
E017403,U04661,2025-02-17,Email Verified
E017404,U04661,2025-02-14,Trial Started
E017405,U04661,2025-02-19,Feature Used
E017406,U04662,2025-05-07,Signup
E017407,U04662,2025-05-04,Email Verified
E017408,U04662,2025-05-09,Trial Started
E017409,U04662,2025-05-07,Feature Used
E017410,U04662,2025-05-09,Subscription Purchased
E017411,U04663,2025-02-06,Signup
E017412,U04663,2025-02-08,Email Verified
E017413,U04663,2025-02-09,Trial Started
E017414,U04663,2025-02-10,Feature Used
E017415,U04664,2025-07-05,Signup
E017416,U04664,2025-07-06,Email Verified
E017417,U04664,2025-07-07,Trial Started
E017418,U04664,2025-07-06,Feature Used
E017419,U04664,2025-07-08,Subscription Purchased
E017420,U04664,2025-07-06,Retained 30 Days
E017421,U04665,2025-06-18,Signup
E017422,U04665,2025-06-18,Email Verified
E017423,U04665,2025-06-20,Trial Started
E017424,U04665,2025-06-19,Feature Used
E017425,U04665,2025-06-22,Subscription Purchased
E017426,U04665,2025-06-22,Retained 30 Days
E017427,U04666,2025-03-28,Signup
E017428,U04666,2025-03-28,Email Verified
E017429,U04666,2025-03-30,Trial Started
E017430,U04666,2025-03-29,Feature Used
E017431,U04666,2025-04-02,Subscription Purchased
E017432,U04667,2025-04-17,Signup
E017433,U04668,2025-03-03,Signup
E017434,U04668,2025-03-01,Email Verified
E017435,U04668,2025-03-04,Trial Started
E017436,U04668,2025-03-07,Feature Used
E017437,U04668,2025-03-03,Subscription Purchased
E017438,U04668,2025-03-09,Retained 30 Days
E017439,U04669,2025-05-30,Signup
E017440,U04669,2025-05-29,Email Verified
E017441,U04669,2025-06-04,Trial Started
E017442,U04669,2025-06-02,Feature Used
E017443,U04669,2025-06-06,Subscription Purchased
E017444,U04670,2025-04-10,Signup
E017445,U04670,2025-04-12,Email Verified
E017446,U04670,2025-04-10,Trial Started
E017447,U04670,2025-04-10,Feature Used
E017448,U04670,2025-04-11,Subscription Purchased
E017449,U04671,2025-06-27,Signup
E017450,U04671,2025-06-25,Email Verified
E017451,U04671,2025-06-25,Trial Started
E017452,U04672,2025-04-23,Signup
E017453,U04672,2025-04-25,Email Verified
E017454,U04672,2025-04-22,Trial Started
E017455,U04672,2025-04-24,Feature Used
E017456,U04672,2025-04-25,Subscription Purchased
E017457,U04672,2025-04-29,Retained 30 Days
E017458,U04673,2025-03-26,Signup
E017459,U04673,2025-03-23,Email Verified
E017460,U04673,2025-03-27,Trial Started
E017461,U04673,2025-03-25,Feature Used
E017462,U04673,2025-03-29,Subscription Purchased
E017463,U04674,2025-03-31,Signup
E017464,U04675,2025-01-14,Signup
E017465,U04675,2025-01-14,Email Verified
E017466,U04675,2025-01-17,Trial Started
E017467,U04676,2025-06-26,Signup
E017468,U04676,2025-06-27,Email Verified
E017469,U04676,2025-06-28,Trial Started
E017470,U04676,2025-07-03,Feature Used
E017471,U04676,2025-07-02,Subscription Purchased
E017472,U04676,2025-07-04,Retained 30 Days
E017473,U04677,2025-03-26,Signup
E017474,U04678,2025-05-12,Signup
E017475,U04678,2025-05-12,Email Verified
E017476,U04678,2025-05-16,Trial Started
E017477,U04678,2025-05-13,Feature Used
E017478,U04678,2025-05-16,Subscription Purchased
E017479,U04678,2025-05-15,Retained 30 Days
E017480,U04679,2025-03-20,Signup
E017481,U04679,2025-03-20,Email Verified
E017482,U04679,2025-03-22,Trial Started
E017483,U04679,2025-03-25,Feature Used
E017484,U04679,2025-03-26,Subscription Purchased
E017485,U04680,2025-04-22,Signup
E017486,U04680,2025-04-22,Email Verified
E017487,U04680,2025-04-24,Trial Started
E017488,U04680,2025-04-27,Feature Used
E017489,U04680,2025-04-29,Subscription Purchased
E017490,U04681,2025-01-03,Signup
E017491,U04681,2025-01-07,Email Verified
E017492,U04682,2025-04-07,Signup
E017493,U04682,2025-04-08,Email Verified
E017494,U04683,2025-01-18,Signup
E017495,U04683,2025-01-19,Email Verified
E017496,U04683,2025-01-17,Trial Started
E017497,U04683,2025-01-17,Feature Used
E017498,U04683,2025-01-19,Subscription Purchased
E017499,U04683,2025-01-19,Retained 30 Days
E017500,U04684,2025-04-14,Signup
E017501,U04684,2025-04-13,Email Verified
E017502,U04685,2025-05-11,Signup
E017503,U04685,2025-05-10,Email Verified
E017504,U04685,2025-05-09,Trial Started
E017505,U04685,2025-05-11,Feature Used
E017506,U04685,2025-05-11,Subscription Purchased
E017507,U04685,2025-05-12,Retained 30 Days
E017508,U04686,2025-02-12,Signup
E017509,U04686,2025-02-14,Email Verified
E017510,U04686,2025-02-15,Trial Started
E017511,U04687,2025-05-31,Signup
E017512,U04688,2025-06-29,Signup
E017513,U04689,2025-04-26,Signup
E017514,U04689,2025-04-25,Email Verified
E017515,U04689,2025-04-26,Trial Started
E017516,U04689,2025-04-27,Feature Used
E017517,U04690,2025-07-03,Signup
E017518,U04690,2025-07-03,Email Verified
E017519,U04690,2025-07-02,Trial Started
E017520,U04690,2025-07-05,Feature Used
E017521,U04690,2025-07-03,Subscription Purchased
E017522,U04690,2025-07-04,Retained 30 Days
E017523,U04691,2025-06-30,Signup
E017524,U04691,2025-07-02,Email Verified
E017525,U04691,2025-07-01,Trial Started
E017526,U04692,2025-03-09,Signup
E017527,U04692,2025-03-13,Email Verified
E017528,U04692,2025-03-09,Trial Started
E017529,U04693,2025-06-18,Signup
E017530,U04693,2025-06-17,Email Verified
E017531,U04693,2025-06-21,Trial Started
E017532,U04694,2025-02-02,Signup
E017533,U04694,2025-02-03,Email Verified
E017534,U04694,2025-02-07,Trial Started
E017535,U04694,2025-02-06,Feature Used
E017536,U04695,2025-02-16,Signup
E017537,U04695,2025-02-13,Email Verified
E017538,U04695,2025-02-15,Trial Started
E017539,U04696,2025-04-27,Signup
